		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111000010  256  261  229  241  255  220  231  230  7.356449 0.498708 SUCCESS 119
111000100  241  259  245  252  267  239  267  251  5.990123 0.648338 SUCCESS 120
111000110  240  250  223  271  237  265  244  259  8.167772 0.417256 SUCCESS 121
111001000  241  255  239  245  238  263  219  231  5.729568 0.677495 SUCCESS 122
111001010  246  230  237  246  241  250  256  245  1.878434 0.984515 SUCCESS 123
111001100  235  241  239  236  251  225  246  286  9.978948 0.266507 SUCCESS 124
111010000  268  235  245  212  256  247  217  250 11.039175 0.199489 SUCCESS 125
111010010  243  254  252  254  233  282  218  250 10.734135 0.217223 SUCCESS 126
111010100  245  239  227  250  244  244  219  272  7.469780 0.486895 SUCCESS 127
111010110  235  230  227  236  259  248  256  230  5.163972 0.739915 SUCCESS 128
111011000  231  228  262  270  236  236  273  248 10.177013 0.252821 SUCCESS 129
111011010  243  237  236  241  241  237  252  232  1.683547 0.989225 SUCCESS 130
111011100  238  236  219  220  245  243  253  247  5.956229 0.652135 SUCCESS 131
111100000  252  239  239  268  239  239  264  270  7.632892 0.470126 SUCCESS 132
111100010  261  252  241  256  244  258  275  248  7.025989 0.533831 SUCCESS 133
111100100  242  271  250  221  242  249  213  241  9.756523 0.282532 SUCCESS 134
111100110  252  258  244  257  238  230  242  270  5.640597 0.687418 SUCCESS 135
111101000  256  247  221  233  254  215  215  242 11.042353 0.199311 SUCCESS 136
111101010  230  258  244  264  250  262  235  255  5.688260 0.682105 SUCCESS 137
111101100  235  234  274  250  247  231  247  251  5.714739 0.679150 SUCCESS 138
111101110  229  247  230  190  231  250  284  252 22.136075 0.004670 FAILURE 139
111110000  244  250  220  240  237  236  231  238  4.067733 0.850961 SUCCESS 140
111110010  271  274  235  243  256  230  242  238  8.820219 0.357688 SUCCESS 141
111110100  253  263  232  252  243  248  223  223  6.579020 0.582657 SUCCESS 142
111110110  212  223  276  240  216  229  244  215 18.553970 0.017436 SUCCESS 143
111111000  225  254  233  249  257  241  256  244  3.928982 0.863473 SUCCESS 144
111111010  268  273  233  251  235  250  227  247  8.448451 0.390933 SUCCESS 145
111111100  260  243  238  241  256  235  258  259  3.976645 0.859224 SUCCESS 146
111111110  240  240  219  250  260  237  235  244  4.600495 0.799297 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  227  236  229  229  242  257  265  238  6.187128 0.626280 SUCCESS   0
000000011  238  250  239  237  231  254  258  245  2.593372 0.957235 SUCCESS   1
000000101  254  247  242  246  233  278  263  252  7.640306 0.469371 SUCCESS   2
000000111  241  247  235  232  198  246  263  221 13.855502 0.085610 SUCCESS   3
000001001  244  216  266  254  267  246  248  250  8.233440 0.411006 SUCCESS   4
000001011  254  242  234  264  221  271  241  224  9.623068 0.292484 SUCCESS   5
000001101  238  240  238  242  255  249  258  258  2.642094 0.954775 SUCCESS   6
000001111  216  273  219  237  205  237  252  244 16.736438 0.032974 SUCCESS   7
000010001  254  252  258  242  232  241  237  243  2.395308 0.966434 SUCCESS   8
000010011  276  233  275  248  279  241  243  239 14.242098 0.075669 SUCCESS   9
000010101  259  232  230  242  253  278  249  259  8.658166 0.371948 SUCCESS  10
000010111  214  241  253  242  227  261  252  255  7.451774 0.488763 SUCCESS  11
000011001  240  224  270  257  218  244  234  252  8.915544 0.349471 SUCCESS  12
000011011  256  250  227  252  246  253  257  271  6.359772 0.607000 SUCCESS  13
000011101  241  263  196  255  248  245  251  256 12.728548 0.121537 SUCCESS  14
000011111  248  257  245  249  254  226  234  213  7.213461 0.513787 SUCCESS  15
000100011  261  241  273  267  247  250  239  234  7.723980 0.460886 SUCCESS  16
000100101  217  217  217  256  266  222  248  244 14.113939 0.078844 SUCCESS  17
000100111  257  214  258  246  269  241  237  205 14.740966 0.064382 SUCCESS  18
000101001  239  232  254  214  223  230  275  243 11.772119 0.161665 SUCCESS  19
000101011  254  238  214  237  247  249  254  279 10.333769 0.242377 SUCCESS  20
000101101  241  221  240  239  225  253  210  220 11.773178 0.161615 SUCCESS  21
000101111  227  226  256  253  249  235  272  233  7.835193 0.449733 SUCCESS  22
000110011  238  255  265  249  254  239  254  237  3.759516 0.878143 SUCCESS  23
000110101  236  261  221  224  221  227  252  262 10.592206 0.225893 SUCCESS  24
000110111  229  244  232  242  240  266  254  227  5.366273 0.717806 SUCCESS  25
000111001  250  249  244  255  228  264  224  267  7.456011 0.488324 SUCCESS  26
000111011  251  290  212  250  240  253  238  251 14.399914 0.071919 SUCCESS  27
000111101  254  251  247  243  227  241  249  260  3.106009 0.927530 SUCCESS  28
000111111  251  241  241  262  232  246  266  222  6.375660 0.605230 SUCCESS  29
001000011  235  220  224  235  241  237  236  267  7.640306 0.469371 SUCCESS  30
001000101  243  254  233  235  238  223  243  253  3.684315 0.884424 SUCCESS  31
001000111  255  240  261  238  240  254  254  270  5.673432 0.683759 SUCCESS  32
001001011  223  221  221  259  237  244  267  237 10.006487 0.264571 SUCCESS  33
001001101  244  217  251  257  240  237  249  233  4.932014 0.764817 SUCCESS  34
001001111  262  213  259  226  226  228  226  223 13.563172 0.093886 SUCCESS  35
001010011  238  233  258  211  234  214  259  239 11.475552 0.176182 SUCCESS  36
001010101  237  238  242  253  269  248  232  248  4.098449 0.848134 SUCCESS  37
001010111  248  250  228  222  266  226  254  242  7.236763 0.511317 SUCCESS  38
001011011  243  223  220  262  226  235  237  229  8.644397 0.373176 SUCCESS  39
001011101  241  251  251  239  263  268  237  241  4.733950 0.785597 SUCCESS  40
001011111  218  238  259  236  229  246  269  244  7.873323 0.445941 SUCCESS  41
001100101  247  238  252  238  281  244  265  250  8.369013 0.398279 SUCCESS  42
001100111  229  234  261  223  240  267  249  242  6.909480 0.546430 SUCCESS  43
001101011  246  257  230  243  240  219  257  245  5.019925 0.755444 SUCCESS  44
001101101  226  256  241  239  235  237  237  255  3.425878 0.904866 SUCCESS  45
001101111  240  247  223  232  240  239  248  247  2.902649 0.940317 SUCCESS  46
001110101  240  246  246  238  290  249  230  257 10.825223 0.211800 SUCCESS  47
001110111  245  266  244  243  247  223  253  264  5.968939 0.650711 SUCCESS  48
001111011  275  250  267  239  235  224  229  235  9.903747 0.271847 SUCCESS  49
001111101  273  250  237  215  250  266  228  242 10.781797 0.214372 SUCCESS  50
001111111  247  225  224  248  249  232  255  251  4.789027 0.779869 SUCCESS  51
010000011  259  268  248  265  239  228  214  257 11.022228 0.200443 SUCCESS  52
010000111  254  247  234  220  262  244  225  250  6.397902 0.602753 SUCCESS  53
010001011  257  245  237  253  246  241  233  197 11.243594 0.188275 SUCCESS  54
010001111  252  252  240  240  228  241  273  233  5.869378 0.661861 SUCCESS  55
010010011  257  220  254  256  236  241  235  258  5.668136 0.684349 SUCCESS  56
010010111  235  263  274  245  231  239  247  226  7.914630 0.441853 SUCCESS  57
010011011  243  247  252  235  225  239  238  242  2.494869 0.961970 SUCCESS  58
010011111  262  247  262  216  243  257  199  233 15.952654 0.043063 SUCCESS  59
010100011  237  264  216  230  260  243  276  231 12.192609 0.142815 SUCCESS  60
010100111  250  239  294  243  247  222  254  225 14.873362 0.061655 SUCCESS  61
010101011  237  226  251  241  269  236  246  250  4.910831 0.767063 SUCCESS  62
010101111  253  234  218  254  243  242  282  249 10.275515 0.246218 SUCCESS  63
010110011  259  208  241  223  240  266  209  260 16.792574 0.032343 SUCCESS  64
010110111  211  224  223  243  247  234  259  276 13.972010 0.082498 SUCCESS  65
010111011  226  242  242  231  266  256  256  223  7.272775 0.507509 SUCCESS  66
010111111  253  223  241  266  240  228  276  260 10.838992 0.210990 SUCCESS  67
011000111  243  244  259  226  247  284  228  249 10.308349 0.244047 SUCCESS  68
011001111  252  202  241  221  231  275  252  241 15.160397 0.056101 SUCCESS  69
011010111  264  242  227  260  238  232  256  243  5.387456 0.715474 SUCCESS  70
011011111  231  240  219  234  247  241  218  230  7.723980 0.460886 SUCCESS  71
011101111  234  260  264  236  257  222  231  268  9.376282 0.311554 SUCCESS  72
011111111  253  243  248  237  251  235  239  259  2.219486 0.973533 SUCCESS  73
100000000  227  236  229  229  242  257  265  238  6.187128 0.626280 SUCCESS  74
100010000  238  249  264  238  253  234  225  278  9.271424 0.319919 SUCCESS  75
100100000  245  233  255  261  237  230  218  246  6.201956 0.624621 SUCCESS  76
100101000  242  254  237  227  257  261  288  251 12.154479 0.144443 SUCCESS  77
100110000  249  222  245  241  250  249  260  249  3.634534 0.888501 SUCCESS  78
100111000  248  236  271  258  253  239  228  233  6.289867 0.614798 SUCCESS  79
101000000  270  257  238  238  228  266  253  217 10.436509 0.235715 SUCCESS  80
101000100  250  229  248  245  242  254  228  262  4.069852 0.850767 SUCCESS  81
101001000  234  239  236  235  237  250  233  256  2.661159 0.953792 SUCCESS  82
101001100  247  239  218  243  257  236  248  270  6.925368 0.544706 SUCCESS  83
101010000  243  262  260  261  236  239  222  212 10.470402 0.233549 SUCCESS  84
101010100  243  263  236  264  243  245  234  235  4.263679 0.832584 SUCCESS  85
101011000  218  231  215  240  262  263  243  243 10.161125 0.253899 SUCCESS  86
101011100  260  224  217  242  265  244  256  236  8.643338 0.373271 SUCCESS  87
101100000  242  240  209  261  224  250  259  243  9.329678 0.315252 SUCCESS  88
101100100  258  236  253  257  245  227  258  260  5.260356 0.729421 SUCCESS  89
101101000  266  263  217  229  251  235  222  244 10.250095 0.247909 SUCCESS  90
101101100  271  228  229  247  253  251  233  239  6.335411 0.609716 SUCCESS  91
101110000  247  248  222  241  233  284  258  243 10.295639 0.244886 SUCCESS  92
101110100  274  252  246  236  239  234  243  241  4.930955 0.764930 SUCCESS  93
101111000  232  236  238  259  237  244  240  236  2.565834 0.958590 SUCCESS  94
101111100  209  249  273  225  247  260  242  235 11.884391 0.156437 SUCCESS  95
110000000  234  238  236  242  228  255  262  255  4.349472 0.824297 SUCCESS  96
110000010  264  233  236  269  234  252  262  231  7.879678 0.445311 SUCCESS  97
110000100  242  253  238  268  266  245  229  246  5.941401 0.653796 SUCCESS  98
110001000  220  250  268  251  254  257  242  251  6.562073 0.584531 SUCCESS  99
110001010  231  256  242  233  246  243  231  215  6.214666 0.623200 SUCCESS 100
110010000  261  215  255  243  222  237  246  258  8.426208 0.392981 SUCCESS 101
110010010  214  247  249  262  231  242  245  247  6.121460 0.633629 SUCCESS 102
110010100  257  259  247  230  269  259  251  251  6.479458 0.593687 SUCCESS 103
110011000  234  238  241  254  242  248  267  241  3.388807 0.907646 SUCCESS 104
110011010  279  254  259  246  259  226  240  244  8.919781 0.349108 SUCCESS 105
110100000  261  252  234  229  232  242  244  242  3.533913 0.896542 SUCCESS 106
110100010  261  204  245  239  235  232  217  213 16.339250 0.037774 SUCCESS 107
110100100  239  233  251  241  230  249  244  255  2.324343 0.969419 SUCCESS 108
110101000  227  258  252  244  242  247  242  247  2.429201 0.964951 SUCCESS 109
110101010  243  251  245  252  243  233  248  237  1.280004 0.995787 SUCCESS 110
110101100  223  210  245  228  237  237  209  263 15.095787 0.057309 SUCCESS 111
110110000  269  249  250  282  257  218  228  245 13.644728 0.091508 SUCCESS 112
110110010  277  256  248  268  251  248  274  246 11.714924 0.164384 SUCCESS 113
110110100  249  256  238  232  245  231  243  260  3.286068 0.915144 SUCCESS 114
110111000  223  262  215  218  241  264  271  260 15.572413 0.048925 SUCCESS 115
110111010  247  252  227  258  233  224  229  229  6.534535 0.587580 SUCCESS 116
110111100  255  245  240  231  243  235  256  248  2.325403 0.969376 SUCCESS 117
111000000  229  232  236  211  219  255  272  256 13.585414 0.093232 SUCCESS 118
111000010  239  247  238  259  252  260  244  245  2.576425 0.958072 SUCCESS 119
111000100  230  225  247  258  256  245  264  249  5.620473 0.689659 SUCCESS 120
111000110  234  261  261  256  236  247  263  220  7.734572 0.459818 SUCCESS 121
111001000  250  238  270  232  219  220  250  248  9.114667 0.332715 SUCCESS 122
111001010  258  261  248  231  273  264  249  241  8.163535 0.417661 SUCCESS 123
111001100  252  256  213  251  246  251  255  238  6.039904 0.642762 SUCCESS 124
111010000  254  262  238  228  243  255  236  258  4.629092 0.796383 SUCCESS 125
111010010  263  252  269  256  224  254  241  240  7.233586 0.511653 SUCCESS 126
111010100  225  256  271  232  247  216  266  241 11.284902 0.186073 SUCCESS 127
111010110  230  224  239  236  244  245  214  254  7.213461 0.513787 SUCCESS 128
111011000  261  235  273  252  241  218  219  218 13.853384 0.085668 SUCCESS 129
111011010  250  226  232  252  264  243  248  249  4.266857 0.832280 SUCCESS 130
111011100  227  262  246  223  234  263  273  236 10.257509 0.247415 SUCCESS 131
111100000  204  230  227  238  224  267  250  253 13.480557 0.096350 SUCCESS 132
111100010  240  240  264  236  259  238  239  223  5.195747 0.736464 SUCCESS 133
111100100  229  214  284  230  228  219  261  242 17.397359 0.026227 SUCCESS 134
111100110  255  246  224  241  254  244  251  247  2.921714 0.939174 SUCCESS 135
111101000  249  240  240  248  248  258  236  244  1.467477 0.993235 SUCCESS 136
111101010  232  254  230  251  248  203  262  253 10.997868 0.201820 SUCCESS 137
111101100  288  254  249  242  234  232  242  236 10.044617 0.261908 SUCCESS 138
111101110  246  261  253  231  232  249  260  230  4.921423 0.765941 SUCCESS 139
111110000  225  220  237  239  240  252  243  258  5.497610 0.703305 SUCCESS 140
111110010  228  236  266  231  240  240  265  249  6.229495 0.621542 SUCCESS 141
111110100  266  249  256  267  242  246  237  250  5.337676 0.720950 SUCCESS 142
111110110  271  244  225  236  234  257  228  244  7.127669 0.522923 SUCCESS 143
111111000  264  231  221  261  269  232  261  232 10.949146 0.204597 SUCCESS 144
111111010  246  250  258  267  235  231  239  234  4.821861 0.776435 SUCCESS 145
111111100  254  230  223  256  250  236  271  248  7.296077 0.505051 SUCCESS 146
111111110  253  243  247  237  251  235  239  259  2.190888 0.974593 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  254  208  247  254  246  261  248  233  8.199547 0.414225 SUCCESS   0
000000011  229  220  259  256  232  269  235  249  8.667699 0.371099 SUCCESS   1
000000101  265  239  226  257  256  243  254  251  5.267770 0.728611 SUCCESS   2
000000111  241  228  262  263  255  261  238  232  6.495346 0.591924 SUCCESS   3
000001001  249  247  227  226  239  250  236  227  4.549655 0.804445 SUCCESS   4
000001011  242  243  256  244  237  255  257  263  3.549800 0.895290 SUCCESS   5
000001101  252  248  221  263  244  258  248  233  5.505024 0.702483 SUCCESS   6
000001111  235  235  249  233  268  242  241  228  4.907653 0.767399 SUCCESS   7
000010001  220  240  234  245  243  231  265  260  6.624564 0.577626 SUCCESS   8
000010011  240  261  229  251  239  251  240  252  3.094358 0.928297 SUCCESS   9
000010101  281  234  242  244  258  235  256  240  8.052322 0.428376 SUCCESS  10
000010111  236  253  257  227  252  250  256  271  6.624564 0.577626 SUCCESS  11
000011001  231  230  263  252  219  256  202  245 14.140418 0.078178 SUCCESS  12
000011011  256  259  236  251  250  258  240  219  5.723213 0.678204 SUCCESS  13
000011101  253  246  262  221  221  230  246  226  8.485522 0.387534 SUCCESS  14
000011111  236  245  231  222  260  235  228  232  6.231613 0.621305 SUCCESS  15
000100011  205  249  254  223  257  263  239  277 15.791660 0.045461 SUCCESS  16
000100101  245  243  256  259  253  234  257  247  3.048814 0.931257 SUCCESS  17
000100111  215  244  228  250  248  262  266  234  8.720657 0.366406 SUCCESS  18
000101001  248  256  222  251  247  237  250  230  4.176828 0.840827 SUCCESS  19
000101011  273  233  237  264  241  247  280  253 11.808131 0.159972 SUCCESS  20
000101101  238  238  234  223  202  245  275  264 15.876394 0.044184 SUCCESS  21
000101111  228  254  243  221  244  268  253  258  7.350094 0.499374 SUCCESS  22
000110011  232  236  263  254  233  255  206  249 10.109226 0.257443 SUCCESS  23
000110101  247  240  235  252  253  238  234  238  1.808529 0.986330 SUCCESS  24
000110111  217  259  223  243  243  235  257  219  9.685559 0.287793 SUCCESS  25
000111001  243  233  268  242  243  271  244  232  6.652103 0.574590 SUCCESS  26
000111011  234  249  260  208  225  248  254  223 11.048708 0.198955 SUCCESS  27
000111101  235  255  231  238  242  231  240  237  2.778726 0.947467 SUCCESS  28
000111111  244  235  251  209  247  220  240  259  9.290489 0.318386 SUCCESS  29
001000011  225  237  275  254  260  253  234  205 14.537606 0.068785 SUCCESS  30
001000101  240  245  256  250  220  258  269  232  7.344798 0.499929 SUCCESS  31
001000111  215  251  249  263  260  261  243  264  9.357217 0.313063 SUCCESS  32
001001011  241  249  253  241  238  263  236  245  2.468390 0.963189 SUCCESS  33
001001101  259  242  213  260  237  214  230  251 11.234062 0.188786 SUCCESS  34
001001111  224  259  239  246  240  260  247  252  4.217076 0.837026 SUCCESS  35
001010011  255  238  214  253  250  242  231  237  5.948815 0.652965 SUCCESS  36
001010101  265  255  239  259  265  242  222  242  7.354331 0.498930 SUCCESS  37
001010111  241  212  247  244  244  236  260  257  6.498523 0.591571 SUCCESS  38
001011011  237  240  232  234  236  236  289  242 10.454515 0.234562 SUCCESS  39
001011101  246  246  286  224  266  256  219  257 15.176284 0.055807 SUCCESS  40
001011111  236  249  234  229  254  242  280  237  7.883915 0.444891 SUCCESS  41
001100101  246  265  228  236  270  282  240  224 13.944472 0.083224 SUCCESS  42
001100111  240  232  268  238  244  248  207  262 10.525479 0.230062 SUCCESS  43
001101011  241  240  220  239  240  218  209  219 13.555758 0.094105 SUCCESS  44
001101101  263  233  263  237  254  230  222  239  7.201811 0.515024 SUCCESS  45
001101111  272  247  226  239  209  229  274  231 15.537460 0.049500 SUCCESS  46
001110101  259  250  260  259  247  256  260  235  5.141729 0.742326 SUCCESS  47
001110111  239  244  263  223  245  222  234  244  6.022957 0.644660 SUCCESS  48
001111011  229  236  264  232  243  230  237  233  5.135374 0.743014 SUCCESS  49
001111101  269  252  219  241  233  265  221  231 10.966093 0.203628 SUCCESS  50
001111111  275  223  243  221  245  273  232  257 13.061126 0.109764 SUCCESS  51
010000011  255  257  234  236  239  225  221  232  6.466748 0.595098 SUCCESS  52
010000111  246  242  246  238  240  222  236  211  7.282307 0.506503 SUCCESS  53
010001011  246  269  261  228  247  241  249  214  8.966384 0.345140 SUCCESS  54
010001111  236  242  257  253  254  243  256  262  3.704439 0.882757 SUCCESS  55
010010011  285  227  259  249  268  226  250  243 13.317445 0.101384 SUCCESS  56
010010111  243  248  244  249  264  257  249  253  2.979968 0.935608 SUCCESS  57
010011011  262  249  217  258  243  208  251  274 14.903019 0.061059 SUCCESS  58
010011111  272  253  236  252  244  260  233  233  6.284571 0.615389 SUCCESS  59
010100011  234  230  252  251  244  261  248  240  3.084826 0.928922 SUCCESS  60
010100111  229  233  207  241  256  242  265  225 11.386582 0.180742 SUCCESS  61
010101011  251  255  242  248  255  263  222  239  4.979677 0.759746 SUCCESS  62
010101111  223  229  237  246  257  224  235  275  9.899511 0.272150 SUCCESS  63
010110011  265  275  240  233  241  251  221  213 13.092901 0.108693 SUCCESS  64
010110111  239  234  241  222  250  247  281  294 19.141808 0.014119 SUCCESS  65
010111011  264  234  264  223  255  232  226  284 14.924202 0.060636 SUCCESS  66
010111111  249  250  241  234  241  236  240  266  3.143080 0.925060 SUCCESS  67
011000111  233  225  257  260  218  252  273  242 10.549840 0.228533 SUCCESS  68
011001111  269  266  267  219  259  285  211  243 22.210217 0.004541 FAILURE  69
011010111  244  225  238  244  244  214  233  247  6.112986 0.634577 SUCCESS  70
011011111  272  246  219  232  242  232  280  238 12.857766 0.116838 SUCCESS  71
011101111  234  242  260  246  264  239  227  256  5.160795 0.740260 SUCCESS  72
011111111  273  232  243  224  247  254  255  291 16.134831 0.040490 SUCCESS  73
100000000  254  208  247  254  246  261  248  233  8.199547 0.414225 SUCCESS  74
100010000  225  240  234  258  254  244  251  236  3.764812 0.877695 SUCCESS  75
100100000  246  228  221  254  247  248  224  240  5.681905 0.682814 SUCCESS  76
100101000  248  243  227  244  243  261  233  229  4.016893 0.855596 SUCCESS  77
100110000  267  225  253  232  246  253  236  234  5.785703 0.671222 SUCCESS  78
100111000  220  243  255  223  243  248  229  237  6.116164 0.634222 SUCCESS  79
101000000  238  229  255  265  221  276  239  225 11.706451 0.164790 SUCCESS  80
101000100  233  243  249  254  245  254  240  228  2.633620 0.955209 SUCCESS  81
101001000  218  233  208  225  224  225  262  227 16.356197 0.037556 SUCCESS  82
101001100  251  235  254  277  256  270  220  227 12.687240 0.123073 SUCCESS  83
101010000  263  221  235  246  217  245  241  267  9.521388 0.300236 SUCCESS  84
101010100  259  268  227  237  264  248  228  259  8.586143 0.378401 SUCCESS  85
101011000  264  240  232  252  230  216  238  224  8.702651 0.367997 SUCCESS  86
101011100  241  225  250  221  229  251  256  200 14.018614 0.081282 SUCCESS  87
101100000  238  251  238  231  248  231  251  247  2.276681 0.971333 SUCCESS  88
101100100  257  259  277  272  236  241  242  252 10.113463 0.257153 SUCCESS  89
101101000  244  246  228  242  232  248  248  248  1.949398 0.982524 SUCCESS  90
101101100  236  248  296  244  250  228  247  228 14.128767 0.078470 SUCCESS  91
101110000  246  238  240  236  233  239  260  235  2.581721 0.957811 SUCCESS  92
101110100  243  249  253  226  280  231  259  238  9.110431 0.333066 SUCCESS  93
101111000  233  262  242  244  249  234  225  254  4.395016 0.819842 SUCCESS  94
101111100  248  230  245  221  272  237  269  229 10.275515 0.246218 SUCCESS  95
110000000  257  238  242  235  248  245  246  255  1.815943 0.986144 SUCCESS  96
110000010  255  237  260  243  213  244  224  234  8.043849 0.429199 SUCCESS  97
110000100  242  248  256  244  236  233  284  256  8.818100 0.357873 SUCCESS  98
110001000  230  248  237  250  245  244  240  249  1.446293 0.993564 SUCCESS  99
110001010  257  246  237  237  273  242  248  228  5.864082 0.662454 SUCCESS 100
110010000  226  227  274  285  245  272  214  233 21.158463 0.006738 FAILURE 101
110010010  280  264  254  226  247  261  251  254 10.786034 0.214120 SUCCESS 102
110010100  236  238  221  263  241  265  224  223  9.707801 0.286136 SUCCESS 103
110011000  257  253  263  243  240  263  260  240  5.272007 0.728147 SUCCESS 104
110011010  240  252  251  232  254  227  239  249  3.025512 0.932746 SUCCESS 105
110100000  243  248  261  243  231  252  232  241  2.937602 0.938212 SUCCESS 106
110100010  223  254  227  247  225  250  262  220  9.096662 0.334207 SUCCESS 107
110100100  242  224  234  212  238  234  234  240  7.641365 0.469263 SUCCESS 108
110101000  250  235  226  260  215  271  244  272 12.904369 0.115183 SUCCESS 109
110101010  245  268  230  226  254  269  228  256  9.388992 0.310551 SUCCESS 110
110101100  254  265  256  245  247  245  230  224  5.459480 0.707525 SUCCESS 111
110110000  235  248  257  218  256  247  259  245  5.583402 0.693783 SUCCESS 112
110110010  256  257  271  276  245  244  258  275 13.521864 0.095111 SUCCESS 113
110110100  280  246  226  235  225  266  221  231 13.784538 0.087557 SUCCESS 114
110111000  249  247  240  227  244  230  249  260  3.464008 0.901965 SUCCESS 115
110111010  218  259  247  212  249  211  253  266 15.346810 0.052743 SUCCESS 116
110111100  229  258  245  260  234  240  265  248  5.272007 0.728147 SUCCESS 117
111000000  251  222  244  244  267  242  239  250  4.767843 0.782077 SUCCESS 118
111000010  247  262  257  230  238  248  275  268  9.612476 0.293285 SUCCESS 119
111000100  232  249  256  272  265  254  228  250  8.120109 0.421826 SUCCESS 120
111000110  222  237  266  248  244  273  258  253  9.061709 0.337117 SUCCESS 121
111001000  233  202  251  283  265  236  221  235 19.389653 0.012909 SUCCESS 122
111001010  245  216  228  256  234  221  248  217 10.934318 0.205449 SUCCESS 123
111001100  247  254  242  224  252  267  274  260  9.511855 0.300971 SUCCESS 124
111010000  240  250  254  244  237  230  244  232  2.314811 0.969808 SUCCESS 125
111010010  240  236  227  221  252  236  225  254  6.365068 0.606410 SUCCESS 126
111010100  244  237  231  242  257  246  271  265  6.587493 0.581720 SUCCESS 127
111010110  270  258  250  244  235  241  239  242  4.322993 0.826870 SUCCESS 128
111011000  222  223  242  218  252  267  270  229 13.160688 0.106439 SUCCESS 129
111011010  255  231  219  237  239  256  240  255  5.402285 0.713840 SUCCESS 130
111011100  242  237  254  246  261  241  244  256  2.507579 0.961377 SUCCESS 131
111100000  254  241  248  254  263  220  250  260  6.120400 0.633747 SUCCESS 132
111100010  225  253  236  252  270  244  224  249  7.078947 0.528139 SUCCESS 133
111100100  232  244  246  246  264  235  245  253  3.015980 0.933351 SUCCESS 134
111100110  263  255  246  221  255  252  266  256  7.679495 0.465387 SUCCESS 135
111101000  258  272  254  247  226  235  264  240  8.045967 0.428993 SUCCESS 136
111101010  242  244  208  224  248  251  246  274 11.324091 0.184003 SUCCESS 137
111101100  249  221  243  244  245  250  241  238  2.721531 0.950600 SUCCESS 138
111101110  219  251  250  236  279  238  252  240  8.947319 0.346760 SUCCESS 139
111110000  264  253  253  222  264  242  262  263  8.970621 0.344780 SUCCESS 140
111110010  222  230  262  242  245  220  245  222  8.838225 0.356127 SUCCESS 141
111110100  246  244  243  238  230  224  257  247  3.477777 0.900908 SUCCESS 142
111110110  256  233  223  247  254  251  254  250  4.220254 0.836725 SUCCESS 143
111111000  245  254  237  229  246  261  222  273  8.428327 0.392786 SUCCESS 144
111111010  254  240  225  233  243  235  269  258  6.354476 0.607590 SUCCESS 145
111111100  270  270  250  234  246  261  223  276 13.670148 0.090778 SUCCESS 146
111111110  273  232  243  224  247  254  255  291 16.134831 0.040490 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  235  272  232  275  249  249  256  251  9.305318 0.317198 SUCCESS   0
000000011  243  262  241  266  228  232  247  262  6.540890 0.586876 SUCCESS   1
000000101  251  252  240  263  239  266  247  281  9.978948 0.266507 SUCCESS   2
000000111  247  250  261  245  243  209  253  247  6.992095 0.537486 SUCCESS   3
000001001  257  265  231  253  238  266  222  256  8.469634 0.388989 SUCCESS   4
000001011  255  232  268  261  251  262  226  277 12.269928 0.139561 SUCCESS   5
000001101  252  241  225  262  215  249  236  238  7.340562 0.500374 SUCCESS   6
000001111  248  257  248  253  249  217  238  243  4.545418 0.804872 SUCCESS   7
000010001  257  225  222  248  254  232  238  269  8.205902 0.413620 SUCCESS   8
000010011  256  242  264  221  245  263  238  264  7.900861 0.443214 SUCCESS   9
000010101  230  258  232  243  225  258  228  225  7.305609 0.504047 SUCCESS  10
000010111  265  234  247  237  266  260  252  226  7.280189 0.506726 SUCCESS  11
000011001  218  267  234  241  250  237  274  248  9.790416 0.280045 SUCCESS  12
